UnitID,ProjectID,BuildingID,LevelID,ZoneID,UnitCode,UnitName,UnitCategory,UnitType,PlannedQuantity,QuantityUOM,PlannedStartDate,PlannedFinishDate,CurrentStatusID,IsCritical
UNT-00140,PRJ-001,BLD-001-01,LVL-001-01-02,ZON-001-01-02-01,01-02-01-004,Facade Panel 004,Facade Panel,Type C,8,EA,2025-03-01,2025-04-18,STS-004,FALSE
UNT-00141,PRJ-001,BLD-001-01,LVL-001-01-02,ZON-001-01-02-01,01-02-01-005,Room Package 005,Room Package,Type A,12,SET,2026-06-09,2026-07-29,STS-001,FALSE
UNT-00142,PRJ-001,BLD-001-01,LVL-001-01-02,ZON-001-01-02-01,01-02-01-006,Apartment 006,Apartment,Type A,12,M2,2026-01-14,2026-04-20,STS-007,FALSE
UNT-00143,PRJ-001,BLD-001-01,LVL-001-01-02,ZON-001-01-02-01,01-02-01-007,Apartment 007,Apartment,Type A,11,SET,2026-02-09,2026-05-14,STS-003,FALSE
UNT-00144,PRJ-001,BLD-001-01,LVL-001-01-02,ZON-001-01-02-01,01-02-01-008,Apartment 008,Apartment,Type A,7,EA,2025-07-13,2025-11-07,STS-005,FALSE
UNT-00145,PRJ-001,BLD-001-01,LVL-001-01-02,ZON-001-01-02-01,01-02-01-009,Facade Panel 009,Facade Panel,Type A,9,SET,2025-05-30,2025-06-14,STS-002,FALSE
UNT-00146,PRJ-001,BLD-001-01,LVL-001-01-02,ZON-001-01-02-01,01-02-01-010,Plant Item 010,Plant Item,Type C,3,M2,2025-12-03,2026-02-05,STS-006,FALSE
UNT-00147,PRJ-001,BLD-001-01,LVL-001-01-02,ZON-001-01-02-01,01-02-01-011,Utility Rack 011,Utility Rack,Type B,2,EA,2025-11-10,2026-02-25,STS-009,TRUE
UNT-00148,PRJ-001,BLD-001-01,LVL-001-01-02,ZON-001-01-02-01,01-02-01-012,Utility Rack 012,Utility Rack,Type B,8,M2,2025-03-07,2025-04-14,STS-003,FALSE
UNT-00149,PRJ-001,BLD-001-01,LVL-001-01-02,ZON-001-01-02-01,01-02-01-013,Plant Item 013,Plant Item,Type B,9,EA,2026-02-28,2026-04-14,STS-003,FALSE
UNT-00150,PRJ-001,BLD-001-01,LVL-001-01-02,ZON-001-01-02-01,01-02-01-014,Plant Item 014,Plant Item,Type A,12,M2,2025-08-13,2025-09-07,STS-009,FALSE
UNT-00151,PRJ-001,BLD-001-01,LVL-001-01-02,ZON-001-01-02-01,01-02-01-015,Facade Panel 015,Facade Panel,Type C,16,EA,2025-12-12,2026-03-04,STS-004,FALSE
UNT-00152,PRJ-001,BLD-001-01,LVL-001-01-02,ZON-001-01-02-01,01-02-01-016,Service Module 016,Service Module,Type A,8,EA,2025-06-21,2025-09-10,STS-003,FALSE
UNT-00153,PRJ-001,BLD-001-01,LVL-001-01-02,ZON-001-01-02-01,01-02-01-017,Utility Rack 017,Utility Rack,Type A,9,SET,2025-07-29,2025-10-16,STS-006,FALSE
UNT-00154,PRJ-001,BLD-001-01,LVL-001-01-02,ZON-001-01-02-01,01-02-01-018,Utility Rack 018,Utility Rack,Type A,7,M2,2025-12-29,2026-02-09,STS-002,FALSE
UNT-00155,PRJ-001,BLD-001-01,LVL-001-01-02,ZON-001-01-02-01,01-02-01-019,Plant Item 019,Plant Item,Type B,2,SET,2025-08-27,2025-10-10,STS-006,FALSE
UNT-00156,PRJ-001,BLD-001-01,LVL-001-01-02,ZON-001-01-02-01,01-02-01-020,Service Module 020,Service Module,Type A,10,EA,2025-11-30,2025-12-14,STS-007,FALSE
UNT-00157,PRJ-001,BLD-001-01,LVL-001-01-02,ZON-001-01-02-01,01-02-01-021,Facade Panel 021,Facade Panel,Type A,15,SET,2026-02-01,2026-04-22,STS-008,FALSE
UNT-00158,PRJ-001,BLD-001-01,LVL-001-01-02,ZON-001-01-02-01,01-02-01-022,Plant Item 022,Plant Item,Type D,11,EA,2026-02-21,2026-04-14,STS-007,FALSE
UNT-00159,PRJ-001,BLD-001-01,LVL-001-01-02,ZON-001-01-02-01,01-02-01-023,Facade Panel 023,Facade Panel,Type D,14,EA,2026-06-11,2026-08-05,STS-003,FALSE
UNT-00160,PRJ-001,BLD-001-01,LVL-001-01-02,ZON-001-01-02-01,01-02-01-024,Utility Rack 024,Utility Rack,Type C,11,M2,2025-04-19,2025-06-20,STS-003,FALSE
UNT-00161,PRJ-001,BLD-001-01,LVL-001-01-02,ZON-001-01-02-01,01-02-01-025,Room Package 025,Room Package,Type A,10,SET,2025-07-10,2025-11-03,STS-004,FALSE
UNT-00162,PRJ-001,BLD-001-01,LVL-001-01-02,ZON-001-01-02-01,01-02-01-026,Facade Panel 026,Facade Panel,Type D,4,EA,2026-02-06,2026-05-13,STS-003,FALSE
UNT-00163,PRJ-001,BLD-001-01,LVL-001-01-02,ZON-001-01-02-01,01-02-01-027,Apartment 027,Apartment,Type B,3,M2,2026-06-28,2026-08-24,STS-003,TRUE
UNT-00164,PRJ-001,BLD-001-01,LVL-001-01-02,ZON-001-01-02-01,01-02-01-028,Facade Panel 028,Facade Panel,Type C,13,EA,2025-08-22,2025-10-23,STS-001,FALSE
UNT-00165,PRJ-001,BLD-001-01,LVL-001-01-02,ZON-001-01-02-01,01-02-01-029,Plant Item 029,Plant Item,Type A,12,SET,2026-03-02,2026-04-09,STS-006,FALSE
UNT-00166,PRJ-001,BLD-001-01,LVL-001-01-02,ZON-001-01-02-01,01-02-01-030,Apartment 030,Apartment,Type C,6,SET,2025-11-08,2026-03-02,STS-001,FALSE
UNT-00167,PRJ-001,BLD-001-01,LVL-001-01-02,ZON-001-01-02-01,01-02-01-031,Apartment 031,Apartment,Type D,4,EA,2025-03-26,2025-07-04,STS-007,FALSE
UNT-00168,PRJ-001,BLD-001-01,LVL-001-01-02,ZON-001-01-02-01,01-02-01-032,Apartment 032,Apartment,Type C,5,M2,2025-10-12,2026-01-11,STS-004,TRUE
UNT-00169,PRJ-001,BLD-001-01,LVL-001-01-02,ZON-001-01-02-01,01-02-01-033,Utility Rack 033,Utility Rack,Type B,5,SET,2026-02-03,2026-04-26,STS-005,FALSE
UNT-00170,PRJ-001,BLD-001-01,LVL-001-01-02,ZON-001-01-02-01,01-02-01-034,Apartment 034,Apartment,Type A,3,EA,2025-06-20,2025-09-08,STS-009,TRUE
UNT-00171,PRJ-001,BLD-001-01,LVL-001-01-02,ZON-001-01-02-01,01-02-01-035,Apartment 035,Apartment,Type C,6,SET,2026-05-31,2026-07-13,STS-002,FALSE
UNT-00172,PRJ-001,BLD-001-01,LVL-001-01-02,ZON-001-01-02-01,01-02-01-036,Apartment 036,Apartment,Type B,9,M2,2025-05-31,2025-07-12,STS-009,FALSE
UNT-00173,PRJ-001,BLD-001-01,LVL-001-01-02,ZON-001-01-02-01,01-02-01-037,Plant Item 037,Plant Item,Type A,1,EA,2025-06-22,2025-10-18,STS-003,FALSE
UNT-00174,PRJ-001,BLD-001-01,LVL-001-01-02,ZON-001-01-02-02,01-02-02-001,Facade Panel 001,Facade Panel,Type C,19,M2,2025-07-12,2025-10-31,STS-008,FALSE
UNT-00175,PRJ-001,BLD-001-01,LVL-001-01-02,ZON-001-01-02-02,01-02-02-002,Utility Rack 002,Utility Rack,Type A,12,M2,2025-12-29,2026-02-10,STS-005,FALSE
UNT-00176,PRJ-001,BLD-001-01,LVL-001-01-02,ZON-001-01-02-02,01-02-02-003,Plant Item 003,Plant Item,Type D,9,EA,2025-08-23,2025-09-07,STS-004,FALSE
UNT-00177,PRJ-001,BLD-001-01,LVL-001-01-02,ZON-001-01-02-02,01-02-02-004,Service Module 004,Service Module,Type A,10,SET,2025-11-02,2025-11-14,STS-001,FALSE
UNT-00178,PRJ-001,BLD-001-01,LVL-001-01-02,ZON-001-01-02-02,01-02-02-005,Plant Item 005,Plant Item,Type A,12,M2,2025-08-24,2025-11-15,STS-003,TRUE
UNT-00179,PRJ-001,BLD-001-01,LVL-001-01-02,ZON-001-01-02-02,01-02-02-006,Plant Item 006,Plant Item,Type B,1,M2,2026-01-15,2026-04-17,STS-005,FALSE
UNT-00180,PRJ-001,BLD-001-01,LVL-001-01-02,ZON-001-01-02-02,01-02-02-007,Room Package 007,Room Package,Type A,2,SET,2025-07-03,2025-10-20,STS-003,FALSE
UNT-00181,PRJ-001,BLD-001-01,LVL-001-01-02,ZON-001-01-02-02,01-02-02-008,Room Package 008,Room Package,Type B,5,SET,2026-04-04,2026-05-11,STS-001,TRUE
UNT-00182,PRJ-001,BLD-001-01,LVL-001-01-02,ZON-001-01-02-02,01-02-02-009,Facade Panel 009,Facade Panel,Type D,15,EA,2025-04-07,2025-05-28,STS-002,FALSE
UNT-00183,PRJ-001,BLD-001-01,LVL-001-01-02,ZON-001-01-02-02,01-02-02-010,Apartment 010,Apartment,Type B,3,EA,2025-06-10,2025-09-09,STS-009,TRUE
UNT-00184,PRJ-001,BLD-001-01,LVL-001-01-02,ZON-001-01-02-02,01-02-02-011,Facade Panel 011,Facade Panel,Type A,16,SET,2025-05-06,2025-05-24,STS-004,FALSE
UNT-00185,PRJ-001,BLD-001-01,LVL-001-01-02,ZON-001-01-02-02,01-02-02-012,Room Package 012,Room Package,Type D,9,M2,2025-10-04,2025-10-24,STS-009,FALSE
UNT-00186,PRJ-001,BLD-001-01,LVL-001-01-02,ZON-001-01-02-02,01-02-02-013,Utility Rack 013,Utility Rack,Type D,8,SET,2025-10-27,2026-02-24,STS-001,FALSE
UNT-00187,PRJ-001,BLD-001-01,LVL-001-01-02,ZON-001-01-02-02,01-02-02-014,Service Module 014,Service Module,Type B,8,SET,2026-02-25,2026-06-04,STS-009,FALSE
UNT-00188,PRJ-001,BLD-001-01,LVL-001-01-02,ZON-001-01-02-02,01-02-02-015,Room Package 015,Room Package,Type C,7,SET,2025-06-20,2025-08-06,STS-002,FALSE
UNT-00189,PRJ-001,BLD-001-01,LVL-001-01-02,ZON-001-01-02-02,01-02-02-016,Plant Item 016,Plant Item,Type B,11,SET,2025-11-14,2026-02-26,STS-009,FALSE
UNT-00190,PRJ-001,BLD-001-01,LVL-001-01-02,ZON-001-01-02-02,01-02-02-017,Plant Item 017,Plant Item,Type B,4,EA,2026-03-29,2026-05-11,STS-003,FALSE
UNT-00191,PRJ-001,BLD-001-01,LVL-001-01-02,ZON-001-01-02-02,01-02-02-018,Service Module 018,Service Module,Type B,12,M2,2025-11-25,2026-02-27,STS-009,FALSE
UNT-00192,PRJ-001,BLD-001-01,LVL-001-01-02,ZON-001-01-02-02,01-02-02-019,Service Module 019,Service Module,Type B,11,SET,2025-07-09,2025-11-06,STS-005,FALSE
UNT-00193,PRJ-001,BLD-001-01,LVL-001-01-02,ZON-001-01-02-02,01-02-02-020,Plant Item 020,Plant Item,Type A,6,SET,2026-01-24,2026-03-12,STS-003,FALSE
UNT-00194,PRJ-001,BLD-001-01,LVL-001-01-02,ZON-001-01-02-02,01-02-02-021,Plant Item 021,Plant Item,Type A,7,EA,2025-07-28,2025-08-27,STS-006,FALSE
UNT-00195,PRJ-001,BLD-001-01,LVL-001-01-02,ZON-001-01-02-02,01-02-02-022,Utility Rack 022,Utility Rack,Type A,2,EA,2025-11-19,2025-12-11,STS-001,FALSE
UNT-00196,PRJ-001,BLD-001-01,LVL-001-01-02,ZON-001-01-02-02,01-02-02-023,Facade Panel 023,Facade Panel,Type D,10,SET,2026-06-08,2026-08-31,STS-009,FALSE
UNT-00197,PRJ-001,BLD-001-01,LVL-001-01-02,ZON-001-01-02-02,01-02-02-024,Apartment 024,Apartment,Type C,6,EA,2025-07-08,2025-11-03,STS-001,FALSE
UNT-00198,PRJ-001,BLD-001-01,LVL-001-01-02,ZON-001-01-02-02,01-02-02-025,Service Module 025,Service Module,Type B,3,SET,2026-01-02,2026-02-21,STS-007,FALSE
UNT-00199,PRJ-001,BLD-001-01,LVL-001-01-02,ZON-001-01-02-02,01-02-02-026,Utility Rack 026,Utility Rack,Type B,7,SET,2025-05-01,2025-05-29,STS-005,FALSE
UNT-00200,PRJ-001,BLD-001-01,LVL-001-01-02,ZON-001-01-02-02,01-02-02-027,Utility Rack 027,Utility Rack,Type B,11,SET,2026-02-18,2026-03-24,STS-002,FALSE
UNT-00201,PRJ-001,BLD-001-01,LVL-001-01-02,ZON-001-01-02-02,01-02-02-028,Plant Item 028,Plant Item,Type D,11,M2,2025-02-01,2025-04-08,STS-004,FALSE
UNT-00202,PRJ-001,BLD-001-01,LVL-001-01-02,ZON-001-01-02-02,01-02-02-029,Plant Item 029,Plant Item,Type D,5,SET,2026-04-24,2026-07-24,STS-001,FALSE
UNT-00203,PRJ-001,BLD-001-01,LVL-001-01-02,ZON-001-01-02-02,01-02-02-030,Plant Item 030,Plant Item,Type D,9,SET,2025-07-03,2025-08-04,STS-003,TRUE
UNT-00204,PRJ-001,BLD-001-01,LVL-001-01-02,ZON-001-01-02-02,01-02-02-031,Plant Item 031,Plant Item,Type C,8,EA,2025-05-19,2025-08-10,STS-007,FALSE
UNT-00205,PRJ-001,BLD-001-01,LVL-001-01-02,ZON-001-01-02-02,01-02-02-032,Room Package 032,Room Package,Type D,10,M2,2025-05-04,2025-06-14,STS-005,FALSE
UNT-00206,PRJ-001,BLD-001-01,LVL-001-01-02,ZON-001-01-02-02,01-02-02-033,Service Module 033,Service Module,Type A,9,SET,2025-03-31,2025-05-07,STS-004,FALSE
UNT-00207,PRJ-001,BLD-001-01,LVL-001-01-02,ZON-001-01-02-02,01-02-02-034,Service Module 034,Service Module,Type D,4,SET,2026-01-21,2026-04-29,STS-003,FALSE
UNT-00208,PRJ-001,BLD-001-01,LVL-001-01-02,ZON-001-01-02-02,01-02-02-035,Room Package 035,Room Package,Type C,10,SET,2026-01-26,2026-04-30,STS-002,FALSE
UNT-00209,PRJ-001,BLD-001-01,LVL-001-01-02,ZON-001-01-02-02,01-02-02-036,Plant Item 036,Plant Item,Type B,6,M2,2025-10-22,2026-01-15,STS-001,FALSE
UNT-00210,PRJ-001,BLD-001-01,LVL-001-01-02,ZON-001-01-02-02,01-02-02-037,Plant Item 037,Plant Item,Type A,8,M2,2025-03-09,2025-06-12,STS-004,FALSE
UNT-00211,PRJ-001,BLD-001-01,LVL-001-01-02,ZON-001-01-02-02,01-02-02-038,Apartment 038,Apartment,Type C,1,SET,2025-04-12,2025-05-15,STS-004,FALSE
UNT-00212,PRJ-001,BLD-001-01,LVL-001-01-03,ZON-001-01-03-01,01-03-01-001,Room Package 001,Room Package,Type D,10,M2,2026-07-07,2026-09-15,STS-003,FALSE
UNT-00213,PRJ-001,BLD-001-01,LVL-001-01-03,ZON-001-01-03-01,01-03-01-002,Utility Rack 002,Utility Rack,Type A,5,M2,2026-03-29,2026-07-26,STS-005,FALSE
UNT-00214,PRJ-001,BLD-001-01,LVL-001-01-03,ZON-001-01-03-01,01-03-01-003,Service Module 003,Service Module,Type D,9,SET,2025-08-16,2025-11-20,STS-006,TRUE
UNT-00215,PRJ-001,BLD-001-01,LVL-001-01-03,ZON-001-01-03-01,01-03-01-004,Apartment 004,Apartment,Type A,11,SET,2026-03-20,2026-05-28,STS-003,FALSE
UNT-00216,PRJ-001,BLD-001-01,LVL-001-01-03,ZON-001-01-03-01,01-03-01-005,Room Package 005,Room Package,Type B,10,EA,2025-03-24,2025-05-13,STS-002,FALSE
UNT-00217,PRJ-001,BLD-001-01,LVL-001-01-03,ZON-001-01-03-01,01-03-01-006,Plant Item 006,Plant Item,Type C,5,EA,2025-02-10,2025-04-21,STS-005,FALSE
UNT-00218,PRJ-001,BLD-001-01,LVL-001-01-03,ZON-001-01-03-01,01-03-01-007,Facade Panel 007,Facade Panel,Type C,14,SET,2025-10-13,2025-10-30,STS-003,FALSE
UNT-00219,PRJ-001,BLD-001-01,LVL-001-01-03,ZON-001-01-03-01,01-03-01-008,Service Module 008,Service Module,Type A,1,EA,2025-06-04,2025-06-22,STS-007,FALSE
UNT-00220,PRJ-001,BLD-001-01,LVL-001-01-03,ZON-001-01-03-01,01-03-01-009,Room Package 009,Room Package,Type D,4,M2,2025-01-30,2025-05-24,STS-008,FALSE
UNT-00221,PRJ-001,BLD-001-01,LVL-001-01-03,ZON-001-01-03-01,01-03-01-010,Utility Rack 010,Utility Rack,Type C,3,SET,2025-07-27,2025-10-23,STS-002,FALSE
UNT-00222,PRJ-001,BLD-001-01,LVL-001-01-03,ZON-001-01-03-01,01-03-01-011,Apartment 011,Apartment,Type C,1,M2,2025-09-25,2025-11-21,STS-002,FALSE
UNT-00223,PRJ-001,BLD-001-01,LVL-001-01-03,ZON-001-01-03-01,01-03-01-012,Room Package 012,Room Package,Type C,2,SET,2026-01-31,2026-03-11,STS-003,FALSE
UNT-00224,PRJ-001,BLD-001-01,LVL-001-01-03,ZON-001-01-03-01,01-03-01-013,Facade Panel 013,Facade Panel,Type B,9,M2,2025-09-28,2025-11-06,STS-006,FALSE
UNT-00225,PRJ-001,BLD-001-01,LVL-001-01-03,ZON-001-01-03-01,01-03-01-014,Service Module 014,Service Module,Type D,3,SET,2025-06-03,2025-09-25,STS-006,FALSE
UNT-00226,PRJ-001,BLD-001-01,LVL-001-01-03,ZON-001-01-03-01,01-03-01-015,Room Package 015,Room Package,Type A,5,M2,2025-09-18,2025-11-08,STS-009,FALSE
UNT-00227,PRJ-001,BLD-001-01,LVL-001-01-03,ZON-001-01-03-01,01-03-01-016,Facade Panel 016,Facade Panel,Type C,18,EA,2025-10-11,2025-11-21,STS-002,FALSE
UNT-00228,PRJ-001,BLD-001-01,LVL-001-01-03,ZON-001-01-03-01,01-03-01-017,Room Package 017,Room Package,Type B,4,M2,2025-08-22,2025-11-28,STS-002,FALSE
UNT-00229,PRJ-001,BLD-001-01,LVL-001-01-03,ZON-001-01-03-01,01-03-01-018,Facade Panel 018,Facade Panel,Type D,9,M2,2026-01-18,2026-04-19,STS-003,FALSE
UNT-00230,PRJ-001,BLD-001-01,LVL-001-01-03,ZON-001-01-03-01,01-03-01-019,Plant Item 019,Plant Item,Type C,4,EA,2025-02-21,2025-03-17,STS-004,FALSE
UNT-00231,PRJ-001,BLD-001-01,LVL-001-01-03,ZON-001-01-03-01,01-03-01-020,Plant Item 020,Plant Item,Type A,3,EA,2025-12-12,2026-04-02,STS-001,FALSE
UNT-00232,PRJ-001,BLD-001-01,LVL-001-01-03,ZON-001-01-03-01,01-03-01-021,Plant Item 021,Plant Item,Type C,5,EA,2026-01-18,2026-02-28,STS-006,FALSE
UNT-00233,PRJ-001,BLD-001-01,LVL-001-01-03,ZON-001-01-03-01,01-03-01-022,Plant Item 022,Plant Item,Type B,8,SET,2025-02-15,2025-03-19,STS-001,FALSE
UNT-00234,PRJ-001,BLD-001-01,LVL-001-01-03,ZON-001-01-03-01,01-03-01-023,Service Module 023,Service Module,Type D,1,M2,2025-10-15,2025-11-18,STS-003,FALSE
UNT-00235,PRJ-001,BLD-001-01,LVL-001-01-03,ZON-001-01-03-01,01-03-01-024,Room Package 024,Room Package,Type B,2,SET,2025-11-03,2026-01-19,STS-006,TRUE
UNT-00236,PRJ-001,BLD-001-01,LVL-001-01-03,ZON-001-01-03-01,01-03-01-025,Apartment 025,Apartment,Type B,2,M2,2025-05-26,2025-06-30,STS-004,FALSE
UNT-00237,PRJ-001,BLD-001-01,LVL-001-01-03,ZON-001-01-03-01,01-03-01-026,Utility Rack 026,Utility Rack,Type A,12,EA,2025-10-24,2026-02-20,STS-001,FALSE
UNT-00238,PRJ-001,BLD-001-01,LVL-001-01-03,ZON-001-01-03-01,01-03-01-027,Plant Item 027,Plant Item,Type B,3,SET,2026-02-07,2026-04-26,STS-005,FALSE
UNT-00239,PRJ-001,BLD-001-01,LVL-001-01-03,ZON-001-01-03-01,01-03-01-028,Apartment 028,Apartment,Type A,10,M2,2025-04-29,2025-07-15,STS-002,FALSE
UNT-00240,PRJ-001,BLD-001-01,LVL-001-01-03,ZON-001-01-03-01,01-03-01-029,Plant Item 029,Plant Item,Type B,2,M2,2026-01-28,2026-05-04,STS-001,FALSE
UNT-00241,PRJ-001,BLD-001-01,LVL-001-01-03,ZON-001-01-03-01,01-03-01-030,Plant Item 030,Plant Item,Type D,8,EA,2025-08-25,2025-10-18,STS-009,FALSE
UNT-00242,PRJ-001,BLD-001-01,LVL-001-01-03,ZON-001-01-03-01,01-03-01-031,Room Package 031,Room Package,Type D,5,EA,2026-02-18,2026-03-12,STS-009,FALSE
UNT-00243,PRJ-001,BLD-001-01,LVL-001-01-03,ZON-001-01-03-01,01-03-01-032,Plant Item 032,Plant Item,Type A,3,EA,2025-08-04,2025-09-19,STS-004,FALSE
UNT-00244,PRJ-001,BLD-001-01,LVL-001-01-03,ZON-001-01-03-01,01-03-01-033,Service Module 033,Service Module,Type B,12,M2,2025-07-14,2025-09-07,STS-004,FALSE
UNT-00245,PRJ-001,BLD-001-01,LVL-001-01-03,ZON-001-01-03-01,01-03-01-034,Plant Item 034,Plant Item,Type A,11,M2,2026-01-19,2026-02-03,STS-003,FALSE
UNT-00246,PRJ-001,BLD-001-01,LVL-001-01-03,ZON-001-01-03-01,01-03-01-035,Service Module 035,Service Module,Type C,10,M2,2025-06-08,2025-09-14,STS-004,FALSE
UNT-00247,PRJ-001,BLD-001-01,LVL-001-01-03,ZON-001-01-03-01,01-03-01-036,Utility Rack 036,Utility Rack,Type A,7,SET,2026-02-15,2026-03-11,STS-007,FALSE
UNT-00248,PRJ-001,BLD-001-01,LVL-001-01-03,ZON-001-01-03-01,01-03-01-037,Service Module 037,Service Module,Type A,6,SET,2025-03-20,2025-07-11,STS-003,TRUE
UNT-00249,PRJ-001,BLD-001-01,LVL-001-01-03,ZON-001-01-03-01,01-03-01-038,Facade Panel 038,Facade Panel,Type A,9,SET,2025-04-22,2025-05-12,STS-001,FALSE
UNT-00250,PRJ-001,BLD-001-01,LVL-001-01-03,ZON-001-01-03-01,01-03-01-039,Room Package 039,Room Package,Type C,4,M2,2026-01-22,2026-02-16,STS-005,FALSE
UNT-00251,PRJ-001,BLD-001-01,LVL-001-01-03,ZON-001-01-03-01,01-03-01-040,Utility Rack 040,Utility Rack,Type A,4,M2,2025-05-03,2025-07-29,STS-001,FALSE
UNT-00252,PRJ-001,BLD-001-01,LVL-001-01-03,ZON-001-01-03-02,01-03-02-001,Apartment 001,Apartment,Type A,5,M2,2026-05-12,2026-09-06,STS-004,FALSE
UNT-00253,PRJ-001,BLD-001-01,LVL-001-01-03,ZON-001-01-03-02,01-03-02-002,Apartment 002,Apartment,Type C,5,EA,2025-10-29,2026-01-26,STS-002,FALSE
UNT-00254,PRJ-001,BLD-001-01,LVL-001-01-03,ZON-001-01-03-02,01-03-02-003,Apartment 003,Apartment,Type C,1,SET,2025-07-11,2025-08-04,STS-008,FALSE
UNT-00255,PRJ-001,BLD-001-01,LVL-001-01-03,ZON-001-01-03-02,01-03-02-004,Service Module 004,Service Module,Type B,3,EA,2025-03-16,2025-05-10,STS-005,FALSE
UNT-00256,PRJ-001,BLD-001-01,LVL-001-01-03,ZON-001-01-03-02,01-03-02-005,Service Module 005,Service Module,Type A,5,M2,2025-04-17,2025-06-12,STS-001,FALSE
UNT-00257,PRJ-001,BLD-001-01,LVL-001-01-03,ZON-001-01-03-02,01-03-02-006,Utility Rack 006,Utility Rack,Type D,12,SET,2025-03-05,2025-05-06,STS-004,FALSE
UNT-00258,PRJ-001,BLD-001-01,LVL-001-01-03,ZON-001-01-03-02,01-03-02-007,Utility Rack 007,Utility Rack,Type C,1,SET,2026-04-20,2026-05-10,STS-003,FALSE
UNT-00259,PRJ-001,BLD-001-01,LVL-001-01-03,ZON-001-01-03-02,01-03-02-008,Room Package 008,Room Package,Type B,5,SET,2026-02-02,2026-04-13,STS-008,FALSE
UNT-00260,PRJ-001,BLD-001-01,LVL-001-01-03,ZON-001-01-03-02,01-03-02-009,Service Module 009,Service Module,Type B,12,EA,2025-06-02,2025-08-14,STS-008,FALSE
UNT-00261,PRJ-001,BLD-001-01,LVL-001-01-03,ZON-001-01-03-02,01-03-02-010,Room Package 010,Room Package,Type C,10,M2,2026-04-29,2026-05-20,STS-003,FALSE
UNT-00262,PRJ-001,BLD-001-01,LVL-001-01-03,ZON-001-01-03-02,01-03-02-011,Facade Panel 011,Facade Panel,Type D,19,M2,2026-04-28,2026-05-13,STS-008,FALSE
UNT-00263,PRJ-001,BLD-001-01,LVL-001-01-03,ZON-001-01-03-02,01-03-02-012,Apartment 012,Apartment,Type C,6,M2,2026-06-02,2026-08-13,STS-001,TRUE
UNT-00264,PRJ-001,BLD-001-01,LVL-001-01-03,ZON-001-01-03-02,01-03-02-013,Apartment 013,Apartment,Type A,7,M2,2026-03-21,2026-06-16,STS-007,FALSE
UNT-00265,PRJ-001,BLD-001-01,LVL-001-01-03,ZON-001-01-03-02,01-03-02-014,Plant Item 014,Plant Item,Type B,7,EA,2026-06-15,2026-08-23,STS-004,FALSE
UNT-00266,PRJ-001,BLD-001-01,LVL-001-01-03,ZON-001-01-03-02,01-03-02-015,Service Module 015,Service Module,Type A,1,EA,2026-05-10,2026-06-11,STS-006,FALSE
UNT-00267,PRJ-001,BLD-001-01,LVL-001-01-03,ZON-001-01-03-02,01-03-02-016,Apartment 016,Apartment,Type A,9,SET,2025-07-29,2025-11-02,STS-005,FALSE
UNT-00268,PRJ-001,BLD-001-01,LVL-001-01-03,ZON-001-01-03-02,01-03-02-017,Apartment 017,Apartment,Type B,11,SET,2025-09-28,2026-01-02,STS-008,FALSE
UNT-00269,PRJ-001,BLD-001-01,LVL-001-01-03,ZON-001-01-03-02,01-03-02-018,Facade Panel 018,Facade Panel,Type C,12,SET,2025-04-21,2025-06-20,STS-002,FALSE
UNT-00270,PRJ-001,BLD-001-01,LVL-001-01-03,ZON-001-01-03-02,01-03-02-019,Service Module 019,Service Module,Type B,1,SET,2025-02-02,2025-05-30,STS-003,TRUE
UNT-00271,PRJ-001,BLD-001-01,LVL-001-01-03,ZON-001-01-03-02,01-03-02-020,Apartment 020,Apartment,Type D,9,SET,2025-11-13,2026-01-29,STS-004,FALSE
UNT-00272,PRJ-001,BLD-001-01,LVL-001-01-03,ZON-001-01-03-02,01-03-02-021,Room Package 021,Room Package,Type A,6,EA,2026-05-02,2026-06-16,STS-005,FALSE
UNT-00273,PRJ-001,BLD-001-01,LVL-001-01-03,ZON-001-01-03-02,01-03-02-022,Plant Item 022,Plant Item,Type D,7,M2,2025-07-27,2025-11-20,STS-006,FALSE
UNT-00274,PRJ-001,BLD-001-01,LVL-001-01-03,ZON-001-01-03-02,01-03-02-023,Room Package 023,Room Package,Type D,7,EA,2026-03-21,2026-05-02,STS-006,FALSE
UNT-00275,PRJ-001,BLD-001-01,LVL-001-01-03,ZON-001-01-03-02,01-03-02-024,Room Package 024,Room Package,Type D,11,EA,2025-10-12,2025-12-07,STS-007,FALSE
UNT-00276,PRJ-001,BLD-001-01,LVL-001-01-03,ZON-001-01-03-02,01-03-02-025,Apartment 025,Apartment,Type B,8,SET,2025-12-02,2026-02-10,STS-003,FALSE
UNT-00277,PRJ-001,BLD-001-01,LVL-001-01-03,ZON-001-01-03-02,01-03-02-026,Apartment 026,Apartment,Type D,4,EA,2025-05-07,2025-07-04,STS-003,FALSE
UNT-00278,PRJ-001,BLD-001-01,LVL-001-01-03,ZON-001-01-03-02,01-03-02-027,Room Package 027,Room Package,Type A,8,SET,2026-03-06,2026-05-21,STS-009,FALSE
UNT-00279,PRJ-001,BLD-001-01,LVL-001-01-03,ZON-001-01-03-02,01-03-02-028,Plant Item 028,Plant Item,Type A,7,EA,2025-09-19,2026-01-03,STS-002,FALSE
UNT-00280,PRJ-001,BLD-001-01,LVL-001-01-03,ZON-001-01-03-02,01-03-02-029,Utility Rack 029,Utility Rack,Type C,7,SET,2026-03-04,2026-06-27,STS-002,FALSE
