DeliveryID,UnitID,ProjectID,ContractorID,PlannedDeliveryDate,ActualDeliveryDate,DeliveryStatus,QuantityDelivered,TransportBatch,DelayDays
DLV-000978,UNT-01616,PRJ-001,CTR-002,2025-04-01,2025-04-08,Delayed,4,TB-2504-028,7
DLV-000979,UNT-00960,PRJ-001,CTR-005,2025-05-06,,Planned,12,TB-2505-025,0
DLV-000980,UNT-04814,PRJ-002,CTR-005,2025-03-11,2025-03-20,Delayed,5,TB-2503-044,9
DLV-000981,UNT-04201,PRJ-002,CTR-006,2026-01-06,2026-01-07,Delayed,1,TB-2601-040,1
DLV-000982,UNT-02028,PRJ-001,CTR-003,2025-03-30,,Planned,11,TB-2503-032,0
DLV-000983,UNT-04972,PRJ-002,CTR-006,2025-02-24,,Planned,1,TB-2502-026,0
DLV-000984,UNT-03244,PRJ-002,CTR-005,2025-05-26,2025-05-31,Delayed,18,TB-2505-029,5
DLV-000985,UNT-01941,PRJ-001,CTR-001,2025-12-31,2025-12-31,Delivered,11,TB-2512-018,0
DLV-000986,UNT-05081,PRJ-003,CTR-007,2026-04-16,,Planned,10,TB-2604-009,0
DLV-000987,UNT-01220,PRJ-001,CTR-008,2025-05-23,2025-05-23,Delivered,7,TB-2505-026,0
DLV-000988,UNT-03684,PRJ-002,CTR-004,2025-12-11,,Planned,9,TB-2512-034,0
DLV-000989,UNT-03755,PRJ-002,CTR-002,2025-10-18,2025-10-18,Delivered,16,TB-2510-036,0
DLV-000990,UNT-01184,PRJ-001,CTR-008,2025-07-11,2025-07-27,Delayed,19,TB-2507-017,16
DLV-000991,UNT-01451,PRJ-001,CTR-004,2025-07-12,2025-07-27,Delayed,2,TB-2507-025,15
DLV-000992,UNT-06482,PRJ-003,CTR-007,2025-12-12,2025-12-22,Delayed,5,TB-2512-010,10
DLV-000993,UNT-04303,PRJ-002,CTR-007,2025-10-06,2025-10-06,Delivered,14,TB-2510-038,0
DLV-000994,UNT-05659,PRJ-003,CTR-007,2026-03-22,2026-04-02,Delayed,8,TB-2603-008,11
DLV-000995,UNT-05908,PRJ-003,CTR-007,2026-06-30,,Planned,12,TB-2606-043,0
DLV-000996,UNT-04962,PRJ-002,CTR-005,2025-08-22,2025-09-07,Delayed,11,TB-2508-042,16
DLV-000997,UNT-03420,PRJ-002,CTR-004,2026-06-06,2026-06-10,Delayed,10,TB-2606-036,4
DLV-000998,UNT-04546,PRJ-002,CTR-008,2026-04-19,2026-04-29,Delayed,16,TB-2604-022,10
DLV-000999,UNT-05721,PRJ-003,CTR-008,2025-12-02,2025-12-07,Delayed,5,TB-2512-041,5
DLV-001000,UNT-05816,PRJ-003,CTR-008,2026-05-20,2026-06-05,Delayed,3,TB-2605-041,16
DLV-001001,UNT-04847,PRJ-002,CTR-002,2026-05-01,2026-05-10,Delayed,3,TB-2605-024,9
DLV-001002,UNT-02019,PRJ-001,CTR-007,2026-05-23,,Planned,4,TB-2605-021,0
DLV-001003,UNT-00853,PRJ-001,CTR-007,2025-09-17,2025-09-23,Delayed,2,TB-2509-021,6
DLV-001004,UNT-02660,PRJ-002,CTR-001,2026-04-23,2026-05-06,Delayed,11,TB-2604-040,13
DLV-001005,UNT-02429,PRJ-001,CTR-002,2025-05-15,2025-05-15,Delivered,12,TB-2505-009,0
DLV-001006,UNT-03793,PRJ-002,CTR-003,2025-06-27,2025-07-13,Delayed,9,TB-2506-016,16
DLV-001007,UNT-05094,PRJ-003,CTR-001,2025-09-15,2025-10-01,Delayed,7,TB-2509-045,16
DLV-001008,UNT-04771,PRJ-002,CTR-005,2026-03-10,2026-03-12,Delayed,3,TB-2603-036,2
DLV-001009,UNT-05979,PRJ-003,CTR-003,2025-10-13,2025-10-24,Delayed,12,TB-2510-004,11
DLV-001010,UNT-02561,PRJ-001,CTR-003,2025-11-17,2025-11-24,Delayed,11,TB-2511-042,7
DLV-001011,UNT-05973,PRJ-003,CTR-002,2025-07-16,2025-07-16,Delivered,6,TB-2507-017,0
DLV-001012,UNT-02781,PRJ-002,CTR-007,2025-11-09,2025-11-17,Delayed,2,TB-2511-003,8
DLV-001013,UNT-05863,PRJ-003,CTR-007,2026-08-06,,Planned,2,TB-2608-020,0
DLV-001014,UNT-05229,PRJ-003,CTR-008,2026-08-29,,Planned,11,TB-2608-043,0
DLV-001015,UNT-01473,PRJ-001,CTR-002,2025-03-12,2025-03-21,Delayed,12,TB-2503-024,9
DLV-001016,UNT-02477,PRJ-001,CTR-005,2025-03-06,,Planned,10,TB-2503-044,0
DLV-001017,UNT-02867,PRJ-002,CTR-005,2026-02-13,2026-02-13,Delivered,16,TB-2602-003,0
DLV-001018,UNT-05289,PRJ-003,CTR-004,2025-09-07,2025-09-12,Delayed,7,TB-2509-042,5
DLV-001019,UNT-02769,PRJ-002,CTR-005,2025-10-28,,Planned,4,TB-2510-021,0
DLV-001020,UNT-01926,PRJ-001,CTR-001,2025-10-20,2025-10-20,Delivered,8,TB-2510-035,0
DLV-001021,UNT-01815,PRJ-001,CTR-006,2025-02-28,2025-03-04,Delayed,11,TB-2502-039,4
DLV-001022,UNT-01038,PRJ-001,CTR-003,2025-04-30,2025-05-15,Delayed,7,TB-2504-006,15
DLV-001023,UNT-05830,PRJ-003,CTR-002,2025-08-02,2025-08-02,Delivered,7,TB-2508-041,0
DLV-001024,UNT-00163,PRJ-001,CTR-006,2026-05-30,2026-06-03,Delayed,3,TB-2605-039,4
DLV-001025,UNT-01687,PRJ-001,CTR-007,2025-03-16,2025-04-03,Delayed,6,TB-2503-028,18
DLV-001026,UNT-00653,PRJ-001,CTR-004,2025-07-19,2025-08-04,Delayed,4,TB-2507-010,16
DLV-001027,UNT-00563,PRJ-001,CTR-005,2025-06-28,2025-06-28,Delivered,8,TB-2506-022,0
DLV-001028,UNT-05612,PRJ-003,CTR-004,2025-10-15,2025-10-28,Delayed,1,TB-2510-018,13
DLV-001029,UNT-00486,PRJ-001,CTR-008,2025-10-31,2025-11-15,Delayed,8,TB-2510-021,15
DLV-001030,UNT-03922,PRJ-002,CTR-008,2026-02-20,2026-02-22,Delayed,4,TB-2602-020,2
DLV-001031,UNT-06367,PRJ-003,CTR-002,2025-06-17,,Planned,10,TB-2506-016,0
DLV-001032,UNT-05962,PRJ-003,CTR-008,2025-07-06,2025-07-15,Delayed,7,TB-2507-006,9
DLV-001033,UNT-03386,PRJ-002,CTR-007,2025-01-31,2025-02-07,Delayed,9,TB-2501-045,7
DLV-001034,UNT-03487,PRJ-002,CTR-005,2025-12-15,,Planned,5,TB-2512-038,0
DLV-001035,UNT-04787,PRJ-002,CTR-002,2026-05-28,2026-06-08,Delayed,3,TB-2605-035,11
DLV-001036,UNT-03495,PRJ-002,CTR-005,2026-01-17,,Planned,6,TB-2601-012,0
DLV-001037,UNT-04611,PRJ-002,CTR-003,2025-02-21,2025-03-06,Delayed,2,TB-2502-013,13
DLV-001038,UNT-04442,PRJ-002,CTR-007,2025-08-30,2025-09-15,Delayed,7,TB-2508-028,16
DLV-001039,UNT-01060,PRJ-001,CTR-001,2026-03-29,,Planned,10,TB-2603-011,0
DLV-001040,UNT-04901,PRJ-002,CTR-007,2026-03-13,2026-03-31,Delayed,20,TB-2603-003,18
DLV-001041,UNT-05027,PRJ-003,CTR-001,2026-05-26,2026-05-31,Delayed,6,TB-2605-014,5
DLV-001042,UNT-06013,PRJ-003,CTR-008,2026-06-06,,Planned,2,TB-2606-035,0
DLV-001043,UNT-05489,PRJ-003,CTR-006,2025-12-21,2025-12-21,Delivered,7,TB-2512-005,0
DLV-001044,UNT-02430,PRJ-001,CTR-007,2025-12-28,2026-01-12,Delayed,15,TB-2512-016,15
DLV-001045,UNT-04075,PRJ-002,CTR-006,2025-03-24,2025-04-09,Delayed,10,TB-2503-001,16
DLV-001046,UNT-02039,PRJ-001,CTR-005,2026-01-16,2026-01-21,Delayed,8,TB-2601-043,5
DLV-001047,UNT-04037,PRJ-002,CTR-008,2025-03-16,2025-03-18,Delayed,2,TB-2503-014,2
DLV-001048,UNT-02127,PRJ-001,CTR-004,2025-11-18,2025-12-06,Delayed,11,TB-2511-005,18
DLV-001049,UNT-02243,PRJ-001,CTR-002,2026-01-17,,Planned,6,TB-2601-019,0
DLV-001050,UNT-02666,PRJ-002,CTR-001,2026-03-13,2026-03-13,Delivered,3,TB-2603-023,0
DLV-001051,UNT-04411,PRJ-002,CTR-005,2025-10-26,2025-10-26,Delivered,1,TB-2510-010,0
DLV-001052,UNT-05314,PRJ-003,CTR-003,2025-05-30,2025-06-12,Delayed,4,TB-2505-004,13
DLV-001053,UNT-02366,PRJ-001,CTR-007,2025-04-22,2025-05-06,Delayed,11,TB-2504-020,14
DLV-001054,UNT-04111,PRJ-002,CTR-003,2025-02-25,2025-02-25,Delivered,7,TB-2502-016,0
DLV-001055,UNT-06019,PRJ-003,CTR-004,2026-07-12,2026-07-21,Delayed,11,TB-2607-013,9
DLV-001056,UNT-04723,PRJ-002,CTR-008,2025-12-03,2025-12-07,Delayed,4,TB-2512-036,4
DLV-001057,UNT-05818,PRJ-003,CTR-004,2026-05-22,2026-05-28,Delayed,12,TB-2605-031,6
DLV-001058,UNT-03998,PRJ-002,CTR-001,2025-10-13,,Planned,1,TB-2510-034,0
DLV-001059,UNT-02312,PRJ-001,CTR-003,2025-11-10,2025-11-10,Delivered,12,TB-2511-042,0
DLV-001060,UNT-00046,PRJ-001,CTR-006,2025-11-17,,Planned,2,TB-2511-018,0
DLV-001061,UNT-00427,PRJ-001,CTR-003,2025-07-25,2025-08-07,Delayed,10,TB-2507-004,13
DLV-001062,UNT-06351,PRJ-003,CTR-003,2026-05-18,2026-05-27,Delayed,12,TB-2605-032,9
DLV-001063,UNT-03706,PRJ-002,CTR-003,2025-10-03,2025-10-04,Delayed,15,TB-2510-030,1
DLV-001064,UNT-02991,PRJ-002,CTR-006,2026-05-11,,Planned,9,TB-2605-021,0
DLV-001065,UNT-05633,PRJ-003,CTR-007,2025-04-26,2025-05-09,Delayed,11,TB-2504-030,13
DLV-001066,UNT-01936,PRJ-001,CTR-007,2025-04-14,2025-04-25,Delayed,12,TB-2504-002,11
DLV-001067,UNT-00286,PRJ-001,CTR-007,2025-09-25,2025-10-04,Delayed,6,TB-2509-043,9
DLV-001068,UNT-00769,PRJ-001,CTR-002,2025-05-27,2025-06-04,Delayed,12,TB-2505-005,8
DLV-001069,UNT-01015,PRJ-001,CTR-007,2025-03-09,2025-03-13,Delayed,2,TB-2503-026,4
DLV-001070,UNT-02570,PRJ-001,CTR-005,2025-01-31,2025-02-11,Delayed,2,TB-2501-044,11
DLV-001071,UNT-05901,PRJ-003,CTR-004,2026-01-21,,Planned,1,TB-2601-001,0
DLV-001072,UNT-02839,PRJ-002,CTR-007,2026-05-09,2026-05-25,Delayed,12,TB-2605-007,16
DLV-001073,UNT-03424,PRJ-002,CTR-007,2026-06-17,2026-06-17,Delivered,10,TB-2606-042,0
DLV-001074,UNT-02658,PRJ-002,CTR-008,2026-04-30,2026-05-08,Delayed,1,TB-2604-004,8
DLV-001075,UNT-04307,PRJ-002,CTR-001,2026-06-03,2026-06-03,Delivered,8,TB-2606-030,0
DLV-001076,UNT-01267,PRJ-001,CTR-002,2026-02-08,2026-02-24,Delayed,9,TB-2602-020,16
DLV-001077,UNT-02453,PRJ-001,CTR-004,2026-04-09,,Planned,1,TB-2604-004,0
DLV-001078,UNT-03717,PRJ-002,CTR-005,2026-04-05,2026-04-13,Delayed,12,TB-2604-032,8
DLV-001079,UNT-01660,PRJ-001,CTR-002,2025-07-24,2025-08-10,Delayed,8,TB-2507-027,17
DLV-001080,UNT-02466,PRJ-001,CTR-001,2026-02-03,2026-02-08,Delayed,8,TB-2602-028,5
DLV-001081,UNT-05308,PRJ-003,CTR-002,2025-08-29,,Planned,1,TB-2508-034,0
DLV-001082,UNT-05575,PRJ-003,CTR-002,2025-11-08,2025-11-14,Delayed,10,TB-2511-019,6
DLV-001083,UNT-06235,PRJ-003,CTR-001,2026-03-03,2026-03-14,Delayed,1,TB-2603-031,11
DLV-001084,UNT-02174,PRJ-001,CTR-001,2025-01-13,2025-01-21,Delayed,8,TB-2501-012,8
DLV-001085,UNT-01702,PRJ-001,CTR-005,2025-03-05,,Planned,4,TB-2503-015,0
DLV-001086,UNT-05108,PRJ-003,CTR-006,2026-02-21,,Planned,6,TB-2602-019,0
DLV-001087,UNT-02079,PRJ-001,CTR-004,2025-02-10,2025-02-16,Delayed,3,TB-2502-031,6
DLV-001088,UNT-02234,PRJ-001,CTR-001,2026-03-13,2026-03-29,Delayed,13,TB-2603-036,16
DLV-001089,UNT-05147,PRJ-003,CTR-006,2026-04-26,2026-05-09,Delayed,1,TB-2604-022,13
DLV-001090,UNT-06218,PRJ-003,CTR-006,2025-07-21,2025-07-31,Delayed,12,TB-2507-003,10
DLV-001091,UNT-04660,PRJ-002,CTR-008,2026-06-04,2026-06-21,Delayed,12,TB-2606-011,17
DLV-001092,UNT-03164,PRJ-002,CTR-003,2025-08-30,2025-09-14,Delayed,4,TB-2508-039,15
DLV-001093,UNT-00104,PRJ-001,CTR-002,2026-01-17,2026-02-02,Delayed,8,TB-2601-013,16
DLV-001094,UNT-05425,PRJ-003,CTR-002,2025-07-01,2025-07-01,Delivered,8,TB-2507-037,0
DLV-001095,UNT-03635,PRJ-002,CTR-002,2026-04-10,,Planned,12,TB-2604-039,0
DLV-001096,UNT-05502,PRJ-003,CTR-006,2026-07-16,,Planned,5,TB-2607-030,0
DLV-001097,UNT-01867,PRJ-001,CTR-008,2025-05-10,2025-05-22,Delayed,9,TB-2505-039,12
DLV-001098,UNT-02882,PRJ-002,CTR-007,2025-09-03,2025-09-07,Delayed,1,TB-2509-042,4
DLV-001099,UNT-03246,PRJ-002,CTR-007,2026-04-29,2026-04-29,Delivered,13,TB-2604-027,0
DLV-001100,UNT-05010,PRJ-002,CTR-001,2025-03-08,2025-03-09,Delayed,7,TB-2503-016,1
DLV-001101,UNT-03649,PRJ-002,CTR-004,2025-03-15,2025-03-23,Delayed,4,TB-2503-003,8
DLV-001102,UNT-06310,PRJ-003,CTR-002,2025-11-02,,Planned,5,TB-2511-034,0
DLV-001103,UNT-05478,PRJ-003,CTR-007,2025-07-10,2025-07-10,Delivered,3,TB-2507-033,0
DLV-001104,UNT-03120,PRJ-002,CTR-003,2026-05-24,2026-05-28,Delayed,4,TB-2605-025,4
DLV-001105,UNT-06268,PRJ-003,CTR-002,2026-05-08,2026-05-09,Delayed,12,TB-2605-009,1
DLV-001106,UNT-01262,PRJ-001,CTR-003,2025-06-06,2025-06-06,Delivered,4,TB-2506-035,0
DLV-001107,UNT-03537,PRJ-002,CTR-004,2025-04-06,2025-04-20,Delayed,16,TB-2504-031,14
DLV-001108,UNT-05395,PRJ-003,CTR-005,2025-05-26,2025-06-05,Delayed,5,TB-2505-040,10
DLV-001109,UNT-06493,PRJ-003,CTR-005,2026-04-25,,Planned,12,TB-2604-019,0
DLV-001110,UNT-03371,PRJ-002,CTR-004,2025-07-24,2025-07-29,Delayed,9,TB-2507-004,5
DLV-001111,UNT-00192,PRJ-001,CTR-005,2025-05-20,2025-05-24,Delayed,11,TB-2505-014,4
DLV-001112,UNT-06003,PRJ-003,CTR-006,2026-02-15,,Planned,5,TB-2602-012,0
DLV-001113,UNT-03046,PRJ-002,CTR-006,2025-11-24,2025-12-04,Delayed,10,TB-2511-009,10
DLV-001114,UNT-01566,PRJ-001,CTR-005,2026-03-18,2026-03-25,Delayed,11,TB-2603-025,7
DLV-001115,UNT-01810,PRJ-001,CTR-006,2025-06-27,2025-06-27,Delivered,9,TB-2506-005,0
DLV-001116,UNT-00333,PRJ-001,CTR-007,2025-12-01,,Planned,11,TB-2512-001,0
DLV-001117,UNT-03928,PRJ-002,CTR-002,2025-09-29,2025-09-29,Delivered,5,TB-2509-003,0
DLV-001118,UNT-05163,PRJ-003,CTR-007,2025-06-14,,Planned,4,TB-2506-036,0
DLV-001119,UNT-02589,PRJ-002,CTR-007,2026-04-21,2026-04-21,Delivered,4,TB-2604-009,0
DLV-001120,UNT-04987,PRJ-002,CTR-006,2025-03-30,,Planned,6,TB-2503-005,0
DLV-001121,UNT-05671,PRJ-003,CTR-008,2025-10-16,2025-10-23,Delayed,3,TB-2510-019,7
DLV-001122,UNT-02816,PRJ-002,CTR-002,2026-06-06,2026-06-20,Delayed,7,TB-2606-042,14
DLV-001123,UNT-04112,PRJ-002,CTR-006,2026-02-09,2026-02-26,Delayed,7,TB-2602-019,17
DLV-001124,UNT-02796,PRJ-002,CTR-004,2025-08-03,2025-08-08,Delayed,3,TB-2508-029,5
DLV-001125,UNT-04130,PRJ-002,CTR-005,2026-01-04,2026-01-18,Delayed,10,TB-2601-015,14
DLV-001126,UNT-01054,PRJ-001,CTR-005,2025-09-25,2025-10-01,Delayed,8,TB-2509-016,6
DLV-001127,UNT-05637,PRJ-003,CTR-001,2025-07-12,2025-07-27,Delayed,6,TB-2507-034,15
DLV-001128,UNT-03457,PRJ-002,CTR-005,2026-07-01,2026-07-01,Delivered,4,TB-2607-005,0
DLV-001129,UNT-03997,PRJ-002,CTR-001,2026-06-07,2026-06-19,Delayed,10,TB-2606-040,12
DLV-001130,UNT-02057,PRJ-001,CTR-004,2025-09-29,,Planned,12,TB-2509-024,0
DLV-001131,UNT-00704,PRJ-001,CTR-004,2025-01-20,2025-01-20,Delivered,2,TB-2501-006,0
DLV-001132,UNT-02689,PRJ-002,CTR-007,2025-02-13,2025-02-26,Delayed,1,TB-2502-033,13
DLV-001133,UNT-02009,PRJ-001,CTR-001,2025-12-31,,Planned,9,TB-2512-013,0
DLV-001134,UNT-05877,PRJ-003,CTR-004,2025-11-11,2025-11-22,Delayed,10,TB-2511-033,11
DLV-001135,UNT-01014,PRJ-001,CTR-004,2025-05-16,2025-05-24,Delayed,5,TB-2505-038,8
DLV-001136,UNT-02341,PRJ-001,CTR-008,2025-07-23,2025-08-08,Delayed,2,TB-2507-023,16
DLV-001137,UNT-01133,PRJ-001,CTR-003,2025-11-25,2025-12-10,Delayed,3,TB-2511-012,15
DLV-001138,UNT-00030,PRJ-001,CTR-001,2025-03-15,2025-03-15,Delivered,3,TB-2503-036,0
DLV-001139,UNT-06364,PRJ-003,CTR-002,2026-01-30,2026-02-08,Delayed,11,TB-2601-031,9
DLV-001140,UNT-06115,PRJ-003,CTR-003,2025-08-03,2025-08-16,Delayed,5,TB-2508-045,13
DLV-001141,UNT-01938,PRJ-001,CTR-001,2026-01-22,2026-01-22,Delivered,12,TB-2601-017,0
DLV-001142,UNT-00202,PRJ-001,CTR-007,2026-03-21,2026-04-02,Delayed,5,TB-2603-006,12
DLV-001143,UNT-01857,PRJ-001,CTR-008,2026-04-23,2026-04-25,Delayed,9,TB-2604-036,2
DLV-001144,UNT-02527,PRJ-001,CTR-007,2025-09-30,,Planned,5,TB-2509-012,0
DLV-001145,UNT-04455,PRJ-002,CTR-002,2025-05-09,2025-05-09,Delivered,20,TB-2505-001,0
DLV-001146,UNT-04803,PRJ-002,CTR-004,2026-05-20,2026-05-21,Delayed,6,TB-2605-005,1
DLV-001147,UNT-00243,PRJ-001,CTR-003,2025-07-18,,Planned,3,TB-2507-017,0
DLV-001148,UNT-00299,PRJ-001,CTR-001,2025-12-21,2026-01-05,Delayed,12,TB-2512-004,15
DLV-001149,UNT-01081,PRJ-001,CTR-007,2025-05-23,2025-05-23,Delivered,1,TB-2505-032,0
DLV-001150,UNT-06159,PRJ-003,CTR-007,2026-09-10,2026-09-13,Delayed,11,TB-2609-026,3
DLV-001151,UNT-02622,PRJ-002,CTR-007,2025-01-24,2025-02-09,Delayed,10,TB-2501-009,16
DLV-001152,UNT-05479,PRJ-003,CTR-004,2025-06-14,2025-06-23,Delayed,15,TB-2506-026,9
DLV-001153,UNT-04741,PRJ-002,CTR-003,2025-11-25,2025-12-10,Delayed,8,TB-2511-005,15
DLV-001154,UNT-04808,PRJ-002,CTR-004,2025-07-30,2025-08-14,Delayed,2,TB-2507-013,15
DLV-001155,UNT-05781,PRJ-003,CTR-005,2026-04-19,2026-04-19,Delivered,10,TB-2604-017,0
DLV-001156,UNT-05634,PRJ-003,CTR-001,2025-05-03,2025-05-14,Delayed,11,TB-2505-008,11
DLV-001157,UNT-04912,PRJ-002,CTR-008,2026-03-30,2026-04-10,Delayed,10,TB-2603-030,11
DLV-001158,UNT-00385,PRJ-001,CTR-002,2025-08-31,,Planned,12,TB-2508-035,0
DLV-001159,UNT-00302,PRJ-001,CTR-004,2025-10-24,2025-10-25,Delayed,4,TB-2510-034,1
DLV-001160,UNT-06363,PRJ-003,CTR-008,2026-01-27,2026-02-01,Delayed,5,TB-2601-009,5
DLV-001161,UNT-02085,PRJ-001,CTR-006,2025-07-31,,Planned,6,TB-2507-034,0
DLV-001162,UNT-04331,PRJ-002,CTR-006,2025-09-28,2025-10-01,Delayed,6,TB-2509-030,3
DLV-001163,UNT-00522,PRJ-001,CTR-007,2026-02-16,2026-03-02,Delayed,11,TB-2602-036,14
DLV-001164,UNT-05609,PRJ-003,CTR-005,2026-05-17,2026-05-17,Delivered,4,TB-2605-017,0
DLV-001165,UNT-02471,PRJ-001,CTR-002,2025-11-12,2025-11-30,Delayed,8,TB-2511-005,18
DLV-001166,UNT-00531,PRJ-001,CTR-006,2025-09-13,,Planned,9,TB-2509-036,0
DLV-001167,UNT-05707,PRJ-003,CTR-008,2025-10-03,,Planned,1,TB-2510-025,0
DLV-001168,UNT-01111,PRJ-001,CTR-001,2025-10-13,,Planned,20,TB-2510-035,0
DLV-001169,UNT-00469,PRJ-001,CTR-008,2025-11-10,2025-11-10,Delivered,12,TB-2511-032,0
DLV-001170,UNT-05516,PRJ-003,CTR-006,2026-03-01,2026-03-04,Delayed,2,TB-2603-017,3
DLV-001171,UNT-03726,PRJ-002,CTR-007,2026-02-14,,Planned,5,TB-2602-010,0
DLV-001172,UNT-00225,PRJ-001,CTR-004,2025-05-15,2025-05-26,Delayed,3,TB-2505-037,11
DLV-001173,UNT-03381,PRJ-002,CTR-005,2025-08-29,2025-09-04,Delayed,13,TB-2508-035,6
DLV-001174,UNT-00240,PRJ-001,CTR-005,2025-12-25,2026-01-11,Delayed,2,TB-2512-003,17
DLV-001175,UNT-02220,PRJ-001,CTR-007,2025-05-18,2025-05-18,Delivered,7,TB-2505-013,0
DLV-001176,UNT-01005,PRJ-001,CTR-008,2026-05-23,2026-05-25,Delayed,1,TB-2605-025,2
DLV-001177,UNT-00475,PRJ-001,CTR-001,2026-01-16,2026-02-02,Delayed,1,TB-2601-017,17
DLV-001178,UNT-00651,PRJ-001,CTR-007,2025-06-27,2025-07-05,Delayed,10,TB-2506-012,8
DLV-001179,UNT-01135,PRJ-001,CTR-005,2025-10-14,2025-10-14,Delivered,1,TB-2510-030,0
DLV-001180,UNT-04389,PRJ-002,CTR-008,2025-03-07,2025-03-17,Delayed,10,TB-2503-027,10
DLV-001181,UNT-06005,PRJ-003,CTR-004,2025-08-30,,Planned,3,TB-2508-009,0
DLV-001182,UNT-00776,PRJ-001,CTR-003,2026-05-01,2026-05-06,Delayed,12,TB-2605-040,5
DLV-001183,UNT-02682,PRJ-002,CTR-003,2026-07-12,2026-07-26,Delayed,1,TB-2607-026,14
DLV-001184,UNT-03694,PRJ-002,CTR-007,2026-02-15,,Planned,11,TB-2602-003,0
DLV-001185,UNT-05414,PRJ-003,CTR-001,2025-09-10,2025-09-27,Delayed,18,TB-2509-028,17
DLV-001186,UNT-04661,PRJ-002,CTR-003,2025-02-15,2025-02-23,Delayed,11,TB-2502-003,8
DLV-001187,UNT-02332,PRJ-001,CTR-005,2025-09-08,,Planned,4,TB-2509-040,0
DLV-001188,UNT-05667,PRJ-003,CTR-001,2026-07-27,2026-08-12,Delayed,11,TB-2607-033,16
DLV-001189,UNT-00893,PRJ-001,CTR-007,2025-11-14,,Planned,1,TB-2511-041,0
DLV-001190,UNT-02285,PRJ-001,CTR-002,2025-10-10,2025-10-16,Delayed,17,TB-2510-016,6
DLV-001191,UNT-06396,PRJ-003,CTR-005,2025-06-06,2025-06-11,Delayed,12,TB-2506-024,5
DLV-001192,UNT-00562,PRJ-001,CTR-003,2025-12-07,2025-12-07,Delivered,10,TB-2512-045,0
DLV-001193,UNT-06293,PRJ-003,CTR-004,2026-07-22,2026-07-27,Delayed,3,TB-2607-038,5
DLV-001194,UNT-06236,PRJ-003,CTR-007,2025-12-13,2025-12-13,Delivered,2,TB-2512-042,0
DLV-001195,UNT-05145,PRJ-003,CTR-002,2025-06-09,2025-06-21,Delayed,8,TB-2506-021,12
DLV-001196,UNT-02942,PRJ-002,CTR-006,2025-09-13,2025-09-13,Delivered,12,TB-2509-040,0
DLV-001197,UNT-02739,PRJ-002,CTR-006,2025-06-28,2025-07-11,Delayed,2,TB-2506-044,13
DLV-001198,UNT-01245,PRJ-001,CTR-007,2026-02-26,,Planned,11,TB-2602-013,0
DLV-001199,UNT-05765,PRJ-003,CTR-006,2025-08-14,,Planned,2,TB-2508-032,0
DLV-001200,UNT-03455,PRJ-002,CTR-005,2025-08-05,2025-08-11,Delayed,3,TB-2508-022,6
DLV-001201,UNT-02292,PRJ-001,CTR-008,2025-02-18,2025-02-18,Delivered,16,TB-2502-029,0
DLV-001202,UNT-04845,PRJ-002,CTR-007,2026-06-09,2026-06-11,Delayed,6,TB-2606-005,2
DLV-001203,UNT-04458,PRJ-002,CTR-008,2025-04-19,,Planned,9,TB-2504-030,0
DLV-001204,UNT-02609,PRJ-002,CTR-007,2026-01-13,2026-01-18,Delayed,8,TB-2601-021,5
DLV-001205,UNT-01319,PRJ-001,CTR-002,2025-03-05,2025-03-08,Delayed,6,TB-2503-005,3
DLV-001206,UNT-03946,PRJ-002,CTR-006,2025-08-10,,Planned,3,TB-2508-004,0
DLV-001207,UNT-01036,PRJ-001,CTR-002,2025-06-13,2025-06-28,Delayed,7,TB-2506-007,15
DLV-001208,UNT-00956,PRJ-001,CTR-002,2025-06-02,,Planned,17,TB-2506-022,0
DLV-001209,UNT-02698,PRJ-002,CTR-008,2026-05-05,,Planned,10,TB-2605-011,0
DLV-001210,UNT-01187,PRJ-001,CTR-006,2025-03-23,2025-04-04,Delayed,3,TB-2503-034,12
DLV-001211,UNT-03255,PRJ-002,CTR-001,2025-09-11,2025-09-27,Delayed,11,TB-2509-020,16
DLV-001212,UNT-00344,PRJ-001,CTR-007,2025-04-18,2025-04-20,Delayed,8,TB-2504-038,2
DLV-001213,UNT-01520,PRJ-001,CTR-007,2025-01-04,2025-01-14,Delayed,7,TB-2501-012,10
DLV-001214,UNT-03574,PRJ-002,CTR-003,2025-05-16,,Planned,11,TB-2505-007,0
DLV-001215,UNT-01212,PRJ-001,CTR-006,2025-08-14,2025-08-25,Delayed,3,TB-2508-036,11
DLV-001216,UNT-00365,PRJ-001,CTR-007,2024-12-29,2025-01-04,Delayed,5,TB-2412-010,6
DLV-001217,UNT-00946,PRJ-001,CTR-008,2025-05-19,2025-05-26,Delayed,10,TB-2505-013,7
DLV-001218,UNT-01796,PRJ-001,CTR-001,2026-03-17,2026-03-21,Delayed,7,TB-2603-027,4
DLV-001219,UNT-06327,PRJ-003,CTR-001,2026-04-16,2026-04-26,Delayed,1,TB-2604-019,10
DLV-001220,UNT-05193,PRJ-003,CTR-004,2026-09-10,2026-09-23,Delayed,7,TB-2609-028,13
DLV-001221,UNT-02833,PRJ-002,CTR-004,2026-05-30,2026-05-30,Delivered,7,TB-2605-040,0
DLV-001222,UNT-03275,PRJ-002,CTR-006,2026-01-16,2026-01-29,Delayed,3,TB-2601-017,13
DLV-001223,UNT-04119,PRJ-002,CTR-002,2025-08-11,2025-08-28,Delayed,2,TB-2508-008,17
